run_id,input_file,pii_count,needs_human_review,created_at
20260626083921,vp-vtn-ban-giao-ca.txt,14,false,2026-06-26T08:39:21
20260626083934,vp-vtn-ban-giao-ca.txt,13,true,2026-06-26T08:39:34
20260626083951,vp-vtn-ban-giao-ca.txt,13,true,2026-06-26T08:39:51
20260626084000,vp-vtn-ban-giao-ca.txt,13,true,2026-06-26T08:40:00
