run_id,input_file,status,pii_count,needs_human_review,created_at
20260615134202,edge-cases-sample.txt,success,6,true,2026-06-15T13:42:02
20260615134202,prompt-injection-attacks.txt,success,4,true,2026-06-15T13:42:02
20260615134539,edge-cases-sample.txt,success,6,true,2026-06-15T13:45:39
20260615134539,prompt-injection-attacks.txt,success,4,true,2026-06-15T13:45:39
